word,meaning,partOfSpeech,example,example_ja,leapPart,leapNumber,tags
discipline,①(体罰などで)～を躾ける ②躾，規律 ③(学問)分野,他動詞,①Parents must discipline their children. ②The school has strict discipline. ③He studied several academic disciplines.,①親は子どもたちを躾けなければならない。 ②学校には厳しい規律がある。 ③彼はいくつかの学問分野を学んだ。,Part4,1691,
tuition,①〈米〉授業料 ②(少人数での)授業,名詞,①Tuition at the university is very high. ②She received private tuition in piano.,①その大学の授業料はとても高い。 ②彼女はピアノの個人レッスンを受けた。,Part4,1692,
ethic,①(―s)(社会や職業上の)倫理(観)②(伝統的に守られた)倫理,名詞,①Medical ethics require honesty. ②He has a strong work ethic.,①医療倫理は誠実さを要求する。 ②彼は強い労働倫理を持っている。,Part4,1693,
psychology,①心理学 ②心理,名詞,She studied psychology at university.,彼女は大学で心理学を学んだ。,Part4,1694,
astronomy,天文学,名詞,He is fascinated by astronomy.,彼は天文学に魅了されている。,Part4,1695,
archaeologist,考古学者,名詞,Archaeologists found ancient coins.,考古学者たちが古代の硬貨を発見した。,Part4,1696,
thesis,①論文 (theses) ②(正式な議論などの)テーマ,名詞,She is writing her thesis on climate change.,彼女は気候変動についての論文を書いている。,Part4,1697,
dormitory,寮,名詞,He lives in a university dormitory.,彼は大学の寮に住んでいる。,Part4,1698,
grasp,①～を理解する ②～をつかむ ③理解，つかむこと,他動詞,①He grasped the meaning at once. ②She grasped his arm. ③His grasp of the subject is impressive.,①彼はすぐに意味を理解した。 ②彼女は彼の腕をつかんだ。 ③その科目への彼の理解は印象的だ。,Part4,1699,
anticipate,①～を予想する ②～を期待する,他動詞,We anticipate strong demand for the product.,私たちはその製品への強い需要を予想している。,Part4,1700,
foresee,～を予知する,他動詞,No one could foresee the outcome.,誰も結果を予知できなかった。,Part4,1701,
infer,(A from B)(B からA)を推測する,他動詞,"From his tone, she inferred that he was angry.",口調から、彼女は彼が怒っていると推測した。,Part4,1702,
deduce,(A from B)(B からA)を推定する,他動詞,He deduced the answer from the clues.,彼は手がかりから答えを推定した。,Part4,1703,
deem,(Ｏ (to be)Ｃ)ＯをＣだと思う,他動詞,She deemed it necessary to apologize.,彼女は謝罪が必要だと思った。,Part4,1704,
ponder,～を熟考する,他動詞,He pondered the question for a long time.,彼は長い間その質問を熟考した。,Part4,1705,
assure,～に保証する，確信させる,他動詞,I assure you that everything is fine.,すべて大丈夫だと保証します。,Part4,1706,
assess,～を評価する，査定する,他動詞,The damage was assessed at 2 million yen.,損害は200万円と評価された。,Part4,1707,
concede,(譲歩して)～を認める,他動詞,He conceded that he had been wrong.,彼は自分が間違いだったことを認めた。,Part4,1708,
compromise,①妥協する ②(主義など)を曲げる ③妥協,自動詞,①They compromised on the price. ②He compromised his integrity. ③They reached a compromise.,①彼らは価格で妥協した。 ②彼は誠実さを曲げた。 ③彼らは妥協に達した。,Part4,1709,
comprehend,～を(十分に)理解する,他動詞,He could not comprehend why she was upset.,彼女がなぜ動揺しているのか彼には理解できなかった。,Part4,1710,
reconcile,①(A with B)(A)を(B と)調和させる，和解させる ②(oneself to ～)(～を)仕方なく受け入れる,他動詞,①She reconciled her work with her family life. ②He reconciled himself to the loss.,①彼女は仕事と家族生活を調和させた。 ②彼は損失を仕方なく受け入れた。,Part4,1711,
instill,(思想など)を(徐々に)教える，～を植え付ける,他動詞,Parents instill values in their children.,親は子どもたちに価値観を植え付ける。,Part4,1712,
alert,①油断のない，用心深い ②(公的な)警告,形容詞,①Be alert for pickpockets. ②The army was put on alert.,①すりに用心してください。 ②軍隊が警告状態に置かれた。,Part4,1713,
cognitive,認知の,形容詞,Exercise improves cognitive function.,運動は認知機能を改善する。,Part4,1714,
intuition,直観,名詞,Her intuition told her something was wrong.,直観が何かがおかしいと彼女に告げた。,Part4,1715,
vow,①誓い ②～を誓う,名詞,①She made a vow to work harder. ②He vowed never to lie again.,①彼女はもっと一生懸命働くと誓いを立てた。 ②彼は二度と嘘をつかないと誓った。,Part4,1716,
nightmare,①悪夢 ②悪夢のようなこと,名詞,The journey home was a complete nightmare.,家への旅は完全な悪夢だった。,Part4,1717,
stereotype,固定観念,名詞,He tried to break the stereotype about his culture.,彼は自分の文化についての固定観念を壊そうとした。,Part4,1718,
illusion,幻想,名詞,The magic trick created an illusion.,手品が幻想を生み出した。,Part4,1719,
criterion,基準,名詞,The main criterion for selection is ability.,選考の主な基準は能力だ。,Part4,1720,
ideology,イデオロギー，(政治・経済的)思想,名詞,The two parties have very different ideologies.,2つの政党はとても異なるイデオロギーを持っている。,Part4,1721,
tolerate,～を大目に見る，我慢する,他動詞,She cannot tolerate rude behavior.,彼女は無礼な行動を大目に見ることができない。,Part4,1722,
overlook,①～を(うっかり)見落とす ②(人の欠点やミスなど)を見逃す，大目に見る ③(場所が)～を見渡す,他動詞,①He overlooked an important detail. ②She overlooked his small mistakes. ③The room overlooks the garden.,①彼は重要な細部を見落とした。 ②彼女は彼の小さな間違いを見逃した。 ③その部屋は庭を見渡す。,Part4,1723,
conceive,①～を思い浮かべる ②～を妊娠する ③(of ～)(～を)想像する,他動詞,①Can you conceive of life without music? ②She conceived her first child at 30. ③I cannot conceive of a better idea.,①音楽なしの生活を想像できますか？ ②彼女は30歳で第一子を妊娠した。 ③より良いアイデアを想像できない。,Part4,1724,
misunderstand,(人，人の言うこと)を誤解している,他動詞,I think you misunderstood what I meant.,私が言った意味を誤解したと思います。,Part4,1725,
keen,①(頭脳，感性などが)鋭い ②(be ― on ～)(～に)熱中して，好きで,形容詞,①She has a keen sense of smell. ②He is keen on playing guitar.,①彼女は鋭い嗅覚を持っている。 ②彼はギター演奏に熱中している。,Part4,1726,
subjective,主観的な,形容詞,Art appreciation is very subjective.,芸術の鑑賞はとても主観的だ。,Part4,1727,
compulsory,①義務的な ②規定の,形容詞,Wearing a helmet is compulsory for cyclists.,サイクリストにとってヘルメットの着用は義務的だ。,Part4,1728,
relieve,①～を取り除く ②～を安心させる,他動詞,①This medicine relieves pain. ②I was relieved to hear she was safe.,①この薬が痛みを取り除く。 ②彼女が安全だと聞いて安心した。,Part4,1729,
trim,①～を刈り込む，切り取る ②こぎれいな,他動詞,①The gardener trimmed the hedge. ②The garden looked neat and trim.,①庭師が生け垣を刈り込んだ。 ②庭はきれいでこぎれいに見えた。,Part4,1730,
disposal,①処分，廃棄 ②(at one's ―)～を自由にする,名詞,①The disposal of nuclear waste is difficult. ②I put my car at your disposal.,①核廃棄物の処分は難しい。 ②車を自由に使ってください。,Part4,1731,
scent,①(花，果物の良い)香り ②(動物が残したそれ自身の)臭い,名詞,①The scent of roses filled the air. ②The dog picked up the fox's scent.,①バラの香りが空気に満ちた。 ②犬がキツネの臭いを嗅ぎ付けた。,Part4,1732,
grain,①穀物 ②粒，少量,名詞,①Japan imports grain from overseas. ②A grain of rice fell on the floor.,①日本は海外から穀物を輸入する。 ②米粒が床に落ちた。,Part4,1733,
wheat,小麦〈不可算〉,名詞,Bread is made from wheat.,パンは小麦から作られる。,Part4,1734,
deforestation,森林伐採,名詞,Deforestation is destroying habitats.,森林伐採が生息地を破壊している。,Part4,1735,
drought,干ばつ,名詞,The drought destroyed the harvest.,干ばつが収穫を壊滅させた。,Part4,1736,
